Name,Substation,Description,สถานที่ติดตั้ง,สถานที่,การไฟฟ้า,ประเภทอุปกรณ์,ใช้งาน/ไม่ใช้งาน
S1-REC-0191,S1 FRTU,RNA03R-04,ระบบจำหน่าย,สวนส้ม,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0192,S1 FRTU,RNA05R-01,ระบบจำหน่าย,ม่วงกลวง,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0193,S1 FRTU,RNB09R-01,ระบบจำหน่าย,บ่อน้ําร้อน,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0194,S1 FRTU,CBN02R-01 ,ระบบจำหน่าย,ป้องกัน AVR บ้านรางม่วง,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0195,S1 FRTU,RNB05R-03,ระบบจำหน่าย,ป้อมตำรวจนายัง,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0200,S1 FRTU,XPA02R-03,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0201,S1 FRTU,XPA01R-05,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0202,S1 FRTU,XPA02R-04,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0203,S1 FRTU,XPA01R-01,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0204,S1 FRTU,TSE07R-02,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0205,S1 FRTU,QTA10R-01,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0206,S1 FRTU,TSE07R-03,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0207,S1 FRTU,BSR07R-02,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0208,S1 FRTU,BSR02R-04 ,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0209,S1 FRTU,BSP09R-02,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0210,S1 FRTU,BSP04R-05,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0211,S1 FRTU,RNA05R-07,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0212,S1 FRTU,CPA02R-09,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0213,S1 FRTU,LSA09R-03,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0214,S1 FRTU,CPA09R-04,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0215,S1 FRTU,LSA07R-07,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0216,S1 FRTU,LSA07R-05 ,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0217,S1 FRTU,RNA04R-03,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0218,S1 FRTU,BSP04R-04,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0219,S1 FRTU,BSP07R-04,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0220,S1 FRTU,KDA02R-02,ระบบจำหน่าย,0,0,FRTU-Recloser,ใช้งาน
S1-REC-0300,S1 FRTU,BSP02R-02,ระบบจำหน่าย,บ้านหนองหอย,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0301,S1 FRTU,BSP02R-03,ระบบจำหน่าย,บ้านหนองมะค่า,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0302,S1 FRTU,BSR02R-07,ระบบจำหน่าย,ท่าม่วง,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0303,S1 FRTU,BSP05R-01,ระบบจำหน่าย,บ้านกรูด,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0304,S1 FRTU,BSP06R-02,ระบบจำหน่าย,บ้านสิบเอ็ดเจ้า,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0305,S1 FRTU,PTH03R-01,ระบบจำหน่าย,บ้านดอนจั่น,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0306,S1 FRTU,BSP07R-05,ระบบจำหน่าย,บ้านหนองยาว,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0307,S1 FRTU,BSP10R-02,ระบบจำหน่าย,คู่ขนานบ้านกรูด,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0308,S1 FRTU,BSR01R-04,ระบบจำหน่าย,บ้านดอนตะเคียน,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0309,S1 FRTU,BSR01R-05,ระบบจำหน่าย,บ้านชะม่วง,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0310,S1 FRTU,BSR02R-06,ระบบจำหน่าย,แยกท่าม่วง,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0311,S1 FRTU,PTH06R-02,ระบบจำหน่าย,แยกวัดวรภูมิ,กฟส.อัมพวา,FRTU-Recloser,ใช้งาน
S1-REC-0312,S1 FRTU,PBA01R-02,ระบบจำหน่าย,บางตะบูนนอก,กฟส.บ้านแหลม,FRTU-Recloser,ใช้งาน
S1-REC-0313,S1 FRTU,CAB01R-05,ระบบจำหน่าย,โรงเรียนสารเห็ด,กฟส.ชะอำ,FRTU-Recloser,ใช้งาน
S1-REC-0314,S1 FRTU,CAA06R-01,ระบบจำหน่าย,บ้านหนองเผาถ่าน,กฟส.ชะอำ,FRTU-Recloser,ใช้งาน
S1-REC-0315,S1 FRTU,CAB06R-03,ระบบจำหน่าย,หุบกระพงซอยสาม,กฟส.ชะอำ,FRTU-Recloser,ใช้งาน
S1-REC-0316,S1 FRTU,CAB07R-02,ระบบจำหน่าย,ม.ศิลปากร,กฟส.ชะอำ,FRTU-Recloser,ใช้งาน
S1-REC-0317,S1 FRTU,CAB02R-02,ระบบจำหน่าย,ถนนจอมพล,กฟส.ชะอำ,FRTU-Recloser,ใช้งาน
S1-REC-0318,S1 FRTU,CBN04R-01,ระบบจำหน่าย,บ.ทุ่งกระถิน(ร้านหมูป่า),กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0319,S1 FRTU,XPA05R-01,ระบบจำหน่าย,บ้านเขาไก่แจ้,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0320,S1 FRTU,XPA02R-02,ระบบจำหน่าย,บ.วังน้ำเขียว,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0321,S1 FRTU,XPA01R-02,ระบบจำหน่าย,บ.ถ้ำหิน,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0322,S1 FRTU,XPA01R-04,ระบบจำหน่าย,บ้านด่านใน,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0323,S1 FRTU,XPA05R-04,ระบบจำหน่าย,บ้านคา,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0324,S1 FRTU,PBA02R-04,ระบบจำหน่าย,สถานีไฟฟ้าระนอง1,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0325,S1 FRTU,CPA02R-06,ระบบจำหน่าย,บ้านคลองเงิน,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0326,S1 FRTU,CPA02R-07,ระบบจำหน่าย,บ้านเขาพาง,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0327,S1 FRTU,CPA02R-11,ระบบจำหน่าย,บ้านคลองวัน,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0328,S1 FRTU,CPA03R-03,ระบบจำหน่าย,บ้านพ่วง,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0329,S1 FRTU,CPA03R-04,ระบบจำหน่าย,วัดประเดิม,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0330,S1 FRTU,PNA08R-02,ระบบจำหน่าย,บ้านปลายน้ำ,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0331,S1 FRTU,CPA09R-01,ระบบจำหน่าย,สะพาน 5,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0332,S1 FRTU,CPA09R-03,ระบบจำหน่าย,บ้านทุ่งหงษ์,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0333,S1 FRTU,CPA10R-06,ระบบจำหน่าย,บ้านน้ำตกวิสัย,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0334,S1 FRTU,CPA10R-07,ระบบจำหน่าย,บ.แหลมลำพู,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0335,S1 FRTU,PBA05R-02,ระบบจำหน่าย,วัดเขาตะเครา,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0336,S1 FRTU,CPB09R-02,ระบบจำหน่าย,ดอนหลวง,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0337,S1 FRTU,DNA01R-03,ระบบจำหน่าย,วงเวียนโพหัก,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0338,S1 FRTU,HUB01R-08,ระบบจำหน่าย,บ้านแสงตะวัน,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0339,S1 FRTU,DNA07R-02,ระบบจำหน่าย,คลองปู่เจริญ,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0340,S1 FRTU,DNA09R-03,ระบบจำหน่าย,บ้านโตนดลาย,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0341,S1 FRTU,HUB01R-04,ระบบจำหน่าย,บ้านห้วยมงคล,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0342,S1 FRTU,HUB01R-06,ระบบจำหน่าย,บ้านหนองคล้า,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0343,S1 FRTU,HUB01R-07,ระบบจำหน่าย,บ้านคอกช้าง,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0344,S1 FRTU,HUB02R-01,ระบบจำหน่าย,ที่ว่าการอำเภอหัวหิน,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0345,S1 FRTU,HUB06R-01,ระบบจำหน่าย,บ้านวังโบสถ์,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0346,S1 FRTU,HUC08R-01,ระบบจำหน่าย,รร.ภัทราวดี,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0347,S1 FRTU,HUC07R-01,ระบบจำหน่าย,หน้า รร. เทศบาลวัดหนองแก,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0348,S1 FRTU,KDA01R-01,ระบบจำหน่าย,บ้านท่าเรือ,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0349,S1 FRTU,KDA02BR-01,ระบบจำหน่าย,สถานีไฟฟ้าแก่งกระจาน,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0350,S1 FRTU,KDA04BR-01,ระบบจำหน่าย,สถานีไฟฟ้าแก่งกระจาน,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0351,S1 FRTU,KDA02R-03,ระบบจำหน่าย,วัดหนองโรง,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0352,S1 FRTU,KDA03BR-01,ระบบจำหน่าย,สถานีไฟฟ้าแก่งกระจาน,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0353,S1 FRTU,KHY02R-02,ระบบจำหน่าย,บ้านท่าตะคร้อใน,กฟส.เขาย้อย,FRTU-Recloser,ใช้งาน
S1-REC-0354,S1 FRTU,KHY06R-01,ระบบจำหน่าย,บ.พุน้ำร้อน,กฟส.เขาย้อย,FRTU-Recloser,ใช้งาน
S1-REC-0355,S1 FRTU,KHY06R-02,ระบบจำหน่าย,บ้านทุ่งกระต่าย,กฟส.เขาย้อย,FRTU-Recloser,ใช้งาน
S1-REC-0356,S1 FRTU,PBA12R-01,ระบบจำหน่าย,ก่อนถึงหน้าค่าย,กฟส.เขาย้อย,FRTU-Recloser,ใช้งาน
S1-REC-0357,S1 FRTU,LSA01R-05,ระบบจำหน่าย,บ้านอ่าวมะม่วง,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0358,S1 FRTU,LSA01R-06,ระบบจำหน่าย,ทางเข้าร้านหมวด,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0359,S1 FRTU,LSA06R-02,ระบบจำหน่าย,บ้านบางน้ำจืด,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0360,S1 FRTU,LSA04R-03,ระบบจำหน่าย,บ้านบางมะพร้าว บางยี่โร,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0361,S1 FRTU,LSA04R-02,ระบบจำหน่าย,บ้านฝั่งกระโจม,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0362,S1 FRTU,LSA05R-03,ระบบจำหน่าย,บ้านสวนสมบูรณ์,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0363,S1 FRTU,LSA07R-01,ระบบจำหน่าย,บ้านในเหมือง,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0364,S1 FRTU,LSA07R-06,ระบบจำหน่าย,บ้านถ้ำเต่า,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0365,S1 FRTU,LSA07R-08,ระบบจำหน่าย,บ้านมุจลินทร์,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0366,S1 FRTU,LSA10R-03,ระบบจำหน่าย,บ้านทรายทอง,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0367,S1 FRTU,LSA10R-04,ระบบจำหน่าย,บ้านดอนแค,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0368,S1 FRTU,PBA02R-01,ระบบจำหน่าย,เขาบันไดอิฐ,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0369,S1 FRTU,PBA02R-03,ระบบจำหน่าย,บ้านหัวนา,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0370,S1 FRTU,PBA05R-03,ระบบจำหน่าย,วัดทองนพคุณ,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0371,S1 FRTU,KDA01BR-01,ระบบจำหน่าย,สถานีไฟฟ้าแก่งกระจาน,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0372,S1 FRTU,PBA11R-03,ระบบจำหน่าย,ไร่สะท้อน,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0373,S1 FRTU,PBB01R-03,ระบบจำหน่าย,ข้างวัดธรรมรังสี,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0374,S1 FRTU,PBB01R-05,ระบบจำหน่าย,วัดเพรียง,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0375,S1 FRTU,PBB05R-03,ระบบจำหน่าย,คลังน้ำมัน,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0376,S1 FRTU,PDA02R-01,ระบบจำหน่าย,บ้านหนองยายเอม,กฟส.ประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0377,S1 FRTU,PTH03R-02,ระบบจำหน่าย,บ.เอเชียติก,กฟส.ประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0378,S1 FRTU,PDA10R-02,ระบบจำหน่าย,วัดนิคมประชาสรรค์,กฟส.ประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0379,S1 FRTU,PDA07R-01,ระบบจำหน่าย,บ้านนาทอง,กฟส.ประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0380,S1 FRTU,PTH10R-01,ระบบจำหน่าย,สหกรณ์ประมงแม่กลอง,กฟส.ปากท่อ,FRTU-Recloser,ใช้งาน
S1-REC-0381,S1 FRTU,PTH05R-01,ระบบจำหน่าย,ปากทางเข้าบ้านกลาง,กฟส.สมุทรสงคราม,FRTU-Recloser,ใช้งาน
S1-REC-0382,S1 FRTU,RBB04R-06,ระบบจำหน่าย,บ้านเขาหลักไก่,กฟส.ปากท่อ,FRTU-Recloser,ใช้งาน
S1-REC-0383,S1 FRTU,PTS01R-02,ระบบจำหน่าย,บ้านพุลุ้ง,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-0384,S1 FRTU,PTS07R-02,ระบบจำหน่าย,บ้านดอนไม้ลาย,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-0385,S1 FRTU,RBB03R-02,ระบบจำหน่าย,เนินม่วง,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0386,S1 FRTU,PTH01R-02,ระบบจำหน่าย,บ้านเขาดิน,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0387,S1 FRTU,RBB04R-04,ระบบจำหน่าย,โรงสีไทยรุ่ง,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0388,S1 FRTU,RBB04R-05,ระบบจำหน่าย,บ้านหนองไผ่,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0389,S1 FRTU,RBB07R-02,ระบบจำหน่าย,บ.หนองน้ำขุ่น,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0390,S1 FRTU,RBB07R-03,ระบบจำหน่าย,บ้านแขก,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0391,S1 FRTU,RBB09R-03,ระบบจำหน่าย,กาสะลอง,กฟส.ราชบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0392,S1 FRTU,HUC05R-03,ระบบจำหน่าย,วัดทับใต้,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0393,S1 FRTU,RNA04R-04,ระบบจำหน่าย,บ้านปากเลข,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0394,S1 FRTU,CAB02R-01,ระบบจำหน่าย,บ้านหนองข้าวนก,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0395,S1 FRTU,RNA05R-06,ระบบจำหน่าย,ตรงข้ามวัดกะเปอร์,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0396,S1 FRTU,RNA04R-02,ระบบจำหน่าย,หน้าไฟปรษณีพะโต๊ะ,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0397,S1 FRTU,LSA07R-03,ระบบจำหน่าย,โรงเรียนบ้านเขาวงกรด,กฟส.หลังสวน,FRTU-Recloser,ใช้งาน
S1-REC-0398,S1 FRTU,RNA05R-05,ระบบจำหน่าย,บ้านบางนา(ปากทางสถานีวิจัยอากาศ),กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0399,S1 FRTU,RNB04R-03,ระบบจำหน่าย,หน้า อบต.บางแก้ว,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0400,S1 FRTU,PNA08R-01,ระบบจำหน่าย,บ้านเขาเขียว,กฟส.ปราณบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0401,S1 FRTU,RNB04R-02,ระบบจำหน่าย,บ้านบางสีกิ้ม,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0402,S1 FRTU,RNB04R-04,ระบบจำหน่าย,บ้านพุตาโรย,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0403,S1 FRTU,KUA04R-02,ระบบจำหน่าย,บ้านโพธ์เรียง,กฟส.ระนอง,FRTU-Recloser,ใช้งาน
S1-REC-0404,S1 FRTU,CPA02R-10,ระบบจำหน่าย,แลคตาซอย,กฟส.ชุมพร,FRTU-Recloser,ใช้งาน
S1-REC-0405,S1 FRTU,SME09R-01,ระบบจำหน่าย,ดอนไผ่,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0406,S1 FRTU,SSA07R-01,ระบบจำหน่าย,วัดปัจจันตาราม,กฟส.สมุทรสงคราม,FRTU-Recloser,ใช้งาน
S1-REC-0407,S1 FRTU,SSA07R-02,ระบบจำหน่าย,บ้านคลองเขตเมือง,กฟส.สมุทรสงคราม,FRTU-Recloser,ใช้งาน
S1-REC-0408,S1 FRTU,QTA02R-01,ระบบจำหน่าย,บ้านมหา,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0409,S1 FRTU,TSE01R-01,ระบบจำหน่าย,หน้า สภ.สะพลี,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0410,S1 FRTU,TSE07R-04,ระบบจำหน่าย,บ้านบึงลัด,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0411,S1 FRTU,TSE09R-03,ระบบจำหน่าย,บ้านในโสม,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0412,S1 FRTU,TSE10R-01,ระบบจำหน่าย,บ้านดอนตะเคียน,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0413,S1 FRTU,TSE10R-02,ระบบจำหน่าย,บ้านช่องมุด,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0414,S1 FRTU,TSE10R-03,ระบบจำหน่าย,บ้านคลองวังช้าง,กฟส.ท่าแซะ,FRTU-Recloser,ใช้งาน
S1-REC-0500,S1 FRTU,PTR09R-01,ระบบจำหน่าย,ปากทางบ้านดอนกระเบื้อง,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-0501,S1 FRTU,PTR07R-01,ระบบจำหน่าย,วัดคงคาราม,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-0502,S1 FRTU,PTR10R-01,ระบบจำหน่าย,ตลาดนัดหนองโพ,กฟส.โพธาราม,FRTU-Recloser,ใช้งาน
S1-REC-0503,S1 FRTU,PTH09R-02,ระบบจำหน่าย,วัดโบสถ์,กฟส.บางคนที,FRTU-Recloser,ใช้งาน
S1-REC-0504,S1 FRTU,KHZ07R-01,ระบบจำหน่าย,บ้านคีรีวงศ์,กฟส.เขาย้อย,FRTU-Recloser,ใช้งาน
S1-REC-0505,S1 FRTU,PTH07R-01,ระบบจำหน่าย,วัดปราโมทย์,กฟส.บางคนที,FRTU-Recloser,ใช้งาน
S1-REC-0506,S1 FRTU,PBA04R-02,ระบบจำหน่าย,มานิตย์ฟาร์ม,กฟส.บ้านแหลม,FRTU-Recloser,ใช้งาน
S1-REC-0508,S1 FRTU,PTH06R-01,ระบบจำหน่าย,วัดสาธุ,กฟส.อัมพวา,FRTU-Recloser,ใช้งาน
S1-REC-0509,S1 FRTU,XPA04R-03,ระบบจำหน่าย,บ้านพุน้ำร้อน,กฟส.บ้านคา,FRTU-Recloser,ใช้งาน
S1-REC-0510,S1 FRTU,XPA05R-03,ระบบจำหน่าย,บ้านหนองพันจันทร์,กฟส.บ้านคา,FRTU-Recloser,ใช้งาน
S1-REC-0511,S1 FRTU,CBN03R-05,ระบบจำหน่าย,วัดเบิกไพร,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0512,S1 FRTU,CBN03R-06,ระบบจำหน่าย,บ้านหุบพริก,กฟส.ด่านทับตะโก,FRTU-Recloser,ใช้งาน
S1-REC-0513,S1 FRTU,CBN10R-02,ระบบจำหน่าย,ขนส่งจอมบึง,กฟส.จอมบึง,FRTU-Recloser,ใช้งาน
S1-REC-0514,S1 FRTU,XPA10R-02,ระบบจำหน่าย,บ.ทุ่งกระถิน,กฟส.ด่านทับตะโก,FRTU-Recloser,ใช้งาน
S1-REC-0515,S1 FRTU,DNA10R-02,ระบบจำหน่าย,หน้าบ้านผู้ใหญ่เอี่ยม,กฟส.ดอนไผ่,FRTU-Recloser,ใช้งาน
S1-REC-0516,S1 FRTU,DNA09R-04,ระบบจำหน่าย,ร้านเจ๊กิ้ม,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0517,S1 FRTU,DNA01R-04,ระบบจำหน่าย,โค้งลำพญา,กฟส.บางแพ,FRTU-Recloser,ใช้งาน
S1-REC-0518,S1 FRTU,DNA05R-01,ระบบจำหน่าย,บ้านศรีสุราษฎร์,กฟส.ดอนไผ่,FRTU-Recloser,ใช้งาน
S1-REC-0519,S1 FRTU,DNA04R-03,ระบบจำหน่าย,บ้านขุนพิทักษ์,กฟส.ดำเนินสะดวก,FRTU-Recloser,ใช้งาน
S1-REC-0520,S1 FRTU,PBB02R-01,ระบบจำหน่าย,ไลน์บ้านดอนยี่กอก,กฟส.เมืองเพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0521,S1 FRTU,PBB05R-01,ระบบจำหน่าย,ป้อมตำรวจแหลมผักเบี้ย,กฟส.เพชรบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0522,S1 FRTU,KDA01R-05,ระบบจำหน่าย,บ้านวังวน,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0523,S1 FRTU,KDA02R-04,ระบบจำหน่าย,สองพี่น้อง,กฟส.ท่ายาง,FRTU-Recloser,ใช้งาน
S1-REC-0524,S1 FRTU,HUB05R-01,ระบบจำหน่าย,หลังค่าย,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0525,S1 FRTU,HUC05R-02,ระบบจำหน่าย,บ้านสุขสบาย,กฟส.หัวหิน,FRTU-Recloser,ใช้งาน
S1-REC-0526,S1 FRTU,HUB02R-02,ระบบจำหน่าย,สี่แยกบ้านดอนเสือหมอบ,กฟส.หนองพลับ,FRTU-Recloser,ใช้งาน
S1-REC-0527,S1 FRTU,PNA09R-01,ระบบจำหน่าย,บ้านหนองตาเมือง,กฟส.ปราณบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0528,S1 FRTU,KUA07R-01,ระบบจำหน่าย,แยกบ่อนอก,กฟส.กุยบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0529,S1 FRTU,KUA01R-01,ระบบจำหน่าย,แยกบ่อนอก,กฟส.กุยบุรี,FRTU-Recloser,ใช้งาน
S1-REC-0530,S1 FRTU,PDA04R-02,ระบบจำหน่าย,บ้านไร่คลอง,กฟส.เมืองประจวบคีรีขันธ์,FRTU-Recloser,ใช้งาน
S1-REC-0531,S1 FRTU,KUA05R-02,ระบบจำหน่าย,หน้าสำนักงานการไฟฟ้าฯ สามร้อยยอด,กฟส.สามร้อยยอด,FRTU-Recloser,ใช้งาน
S1-REC-0532,S1 FRTU,BSP07R-03,ระบบจำหน่าย,บ้านพุตะแบก,กฟส.ทับสะแก,FRTU-Recloser,ใช้งาน
S1-REC-0533,S1 FRTU,BSP10R-01,ระบบจำหน่าย,สามแยกบ้านกรูด,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
S1-REC-0534,S1 FRTU,BSR06R-01,ระบบจำหน่าย,บ.บ่อทองหลาง,กฟส.บางสะพาน,FRTU-Recloser,ใช้งาน
